Date/Time,Latitude,Longitude,Duration,Path length,Path width,Damage total,
2009-11-17 04:30:00,-27.3200,152.5300,0,0,0,,
2013-11-14 06:03:00,-32.0047,149.9819,1,0,0,,
2015-01-04 03:30:00,-32.7870,151.9010,2,0,0,,
2015-11-03 00:00:00,-29.6860,148.8168,0,0,0,,
2014-12-11 00:00:00,0.0000,0.0000,0,0,0,,
2015-12-04 02:00:00,-35.4236,149.0894,1,0,0,,
